run_id,timestamp_iso,variant_name,experiment_cell_id,model_variant,precision_mode,experiment_status,model_name,config_path,checkpoint_path,gpu_name,driver_version,cuda_version,pytorch_version,commit_hash,batch_size,warmup_steps,measured_steps,num_workers,cuda_id,dataset_note,split_note,frame_source_note,flag_compile,flag_amp,flag_preprocess_gpu,flag_compile_voxelizer,flag_nhwc,flag_memory_opt_scatter,flag_int8,flag_fp16_full,notes_amp_compile_mutually_exclusive,energy_method,prof_dataloader_mean_ms,prof_dataloader_p50_ms,prof_dataloader_p95_ms,prof_dataloader_p99_ms,prof_dataloader_std_ms,prof_h2d_mean_ms,prof_h2d_p50_ms,prof_h2d_p95_ms,prof_h2d_p99_ms,prof_h2d_std_ms,prof_forward_mean_ms,prof_forward_p50_ms,prof_forward_p95_ms,prof_forward_p99_ms,prof_forward_std_ms,prof_postprocess_mean_ms,prof_postprocess_p50_ms,prof_postprocess_p95_ms,prof_postprocess_p99_ms,prof_postprocess_std_ms,prof_full_frame_mean_ms,prof_full_frame_p50_ms,prof_full_frame_p95_ms,prof_full_frame_p99_ms,prof_full_frame_std_ms,prof_throughput_sps,prof_peak_gpu_memory_mb,prof_mean_peak_gpu_memory_mb,prof_cuda_kernel_events,profile_output_dir,profile_latency_per_step_csv,energy_forward_mean_ms,energy_forward_p50_ms,energy_forward_p95_ms,energy_forward_p99_ms,energy_throughput_sps,energy_wall_time_s,energy_mean_power_W,energy_peak_power_W,energy_total_J,energy_samples_per_J,energy_samples_per_s_per_W,energy_output_dir,energy_samples_csv,energy_latency_per_step_csv,map_car_r11,kitti_car_3d_easy_r40,kitti_car_3d_moderate_r40,kitti_car_3d_hard_r40,eval_protocol_notes,ncu_report_path,ncu_top_kernel_name,ncu_roofline_bound,ncu_compute_intensity_flop_per_byte,ncu_dram_throughput_gbps,ncu_mem_throughput_pct_of_peak
d81e191aca81,2026-04-05T16:38:04.562684+00:00,M2_AMP_mem_scatter,M2_AMP_mem_scatter,M2,AMP,measured,PointPillars,/home/nas/polin/cmu-berlin/MLS/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/home/nas/polin/cmu-berlin/MLS/OpenPCDet/tools/ckpt/pointpillar_7728.pth,NVIDIA TITAN RTX,550.54.14,11.8,2.1.2+cu118,10eebe23c8ad5f7016408f04a4c4b8e08b2d61e5,1,100,50,2,0,,,,false,true,false,false,false,true,false,false,Single mode: compile or AMP only (not both).,nvml_integrated,8.18,0.56,65.68,105.78,23.76,3.79,2.84,6.99,7.24,1.81,64.67,60.92,106.47,114.68,19.75,2.98,2.04,11.05,16.44,3.32,72.74,71.01,116.65,125.21,21.14,13.7,226.5,226.3,43057,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_scatter/profile,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_scatter/profile/latency_per_step.csv,45.61,42.18,69.34,112.67,10.83,4.62,189.8,274.9,879.42,0.0569,0.0571,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_scatter/energy,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_scatter/energy/energy_samples.csv,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_scatter/energy/energy_latency_per_step.csv,,,,,,,,,,,
b2decccb3f17,2026-04-05T16:39:25.943615+00:00,M2_AMP_mem_conv2d,M2_AMP_mem_conv2d,M2,AMP,measured,PointPillars,/home/nas/polin/cmu-berlin/MLS/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/home/nas/polin/cmu-berlin/MLS/OpenPCDet/tools/ckpt/pointpillar_7728.pth,NVIDIA TITAN RTX,550.54.14,11.8,2.1.2+cu118,10eebe23c8ad5f7016408f04a4c4b8e08b2d61e5,1,100,50,2,0,,,,false,true,false,false,true,false,false,false,Single mode: compile or AMP only (not both).,nvml_integrated,9.7,0.61,52.31,88.2,20.99,4.42,4.64,7.12,8.77,1.81,69.76,62.54,133.33,146.74,26.5,3.16,2.12,5.35,23.8,4.82,78.91,73.25,141.59,154.66,27.19,12.7,182.8,182.1,37257,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_conv2d/profile,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_conv2d/profile/latency_per_step.csv,49.41,45.25,95.29,120.33,10.29,4.86,181.8,278.9,886.04,0.0564,0.0566,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_conv2d/energy,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_conv2d/energy/energy_samples.csv,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_conv2d/energy/energy_latency_per_step.csv,,,,,,,,,,,
1188711aa647,2026-04-05T16:40:39.550368+00:00,M2_AMP_mem_both,M2_AMP_mem_both,M2,AMP,measured,PointPillars,/home/nas/polin/cmu-berlin/MLS/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/home/nas/polin/cmu-berlin/MLS/OpenPCDet/tools/ckpt/pointpillar_7728.pth,NVIDIA TITAN RTX,550.54.14,11.8,2.1.2+cu118,10eebe23c8ad5f7016408f04a4c4b8e08b2d61e5,1,100,50,2,0,,,,false,true,false,false,true,true,false,false,Single mode: compile or AMP only (not both).,nvml_integrated,8.38,0.53,43.15,77.67,18.02,3.48,2.7,6.76,8.21,1.87,57.97,52.71,110.5,164.54,27.82,2.7,1.93,5.66,17.1,3.19,65.39,59.39,125.82,175.16,29.97,15.3,182.8,182.1,37307,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_both/profile,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_both/profile/latency_per_step.csv,31.66,26.68,54.84,76.69,20.04,2.50,164.2,261.8,410.61,0.1218,0.1220,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_both/energy,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_both/energy/energy_samples.csv,/home/nas/polin/cmu-berlin/MLS/profile_outputs/research_matrix/M2_AMP_mem_both/energy/energy_latency_per_step.csv,,,,,,,,,,,
