run_id,timestamp_iso,variant_name,experiment_cell_id,model_variant,precision_mode,experiment_status,model_name,config_path,checkpoint_path,gpu_name,driver_version,cuda_version,pytorch_version,commit_hash,batch_size,warmup_steps,measured_steps,num_workers,cuda_id,dataset_note,split_note,frame_source_note,flag_compile,flag_amp,flag_preprocess_gpu,flag_compile_voxelizer,flag_nhwc,flag_memory_opt_scatter,flag_int8,flag_fp16_full,notes_amp_compile_mutually_exclusive,energy_method,prof_dataloader_mean_ms,prof_dataloader_p50_ms,prof_dataloader_p95_ms,prof_dataloader_p99_ms,prof_dataloader_std_ms,prof_h2d_mean_ms,prof_h2d_p50_ms,prof_h2d_p95_ms,prof_h2d_p99_ms,prof_h2d_std_ms,prof_read_points_mean_ms,prof_read_points_p50_ms,prof_read_points_p95_ms,prof_read_points_p99_ms,prof_read_points_std_ms,prof_cpu_prepare_mean_ms,prof_cpu_prepare_p50_ms,prof_cpu_prepare_p95_ms,prof_cpu_prepare_p99_ms,prof_cpu_prepare_std_ms,prof_data_to_gpu_pts_mean_ms,prof_data_to_gpu_pts_p50_ms,prof_data_to_gpu_pts_p95_ms,prof_data_to_gpu_pts_p99_ms,prof_data_to_gpu_pts_std_ms,prof_pre_processing_mean_ms,prof_pre_processing_p50_ms,prof_pre_processing_p95_ms,prof_pre_processing_p99_ms,prof_pre_processing_std_ms,prof_h2d_voxel_tail_mean_ms,prof_h2d_voxel_tail_p50_ms,prof_h2d_voxel_tail_p95_ms,prof_h2d_voxel_tail_p99_ms,prof_h2d_voxel_tail_std_ms,prof_forward_mean_ms,prof_forward_p50_ms,prof_forward_p95_ms,prof_forward_p99_ms,prof_forward_std_ms,prof_postprocess_mean_ms,prof_postprocess_p50_ms,prof_postprocess_p95_ms,prof_postprocess_p99_ms,prof_postprocess_std_ms,prof_full_frame_mean_ms,prof_full_frame_p50_ms,prof_full_frame_p95_ms,prof_full_frame_p99_ms,prof_full_frame_std_ms,prof_throughput_sps,prof_peak_gpu_memory_mb,prof_peak_gpu_memory_steady_mb,prof_t_rt_mean_ms,prof_mean_peak_gpu_memory_mb,prof_cuda_kernel_events,profile_output_dir,profile_latency_per_step_csv,energy_forward_mean_ms,energy_forward_p50_ms,energy_forward_p95_ms,energy_forward_p99_ms,energy_throughput_sps,energy_wall_time_s,energy_mean_power_W,energy_peak_power_W,energy_total_J,energy_samples_per_J,energy_samples_per_s_per_W,energy_output_dir,energy_samples_csv,energy_latency_per_step_csv,map_car_r11,kitti_car_3d_easy_r40,kitti_car_3d_moderate_r40,kitti_car_3d_hard_r40,eval_protocol_notes,ncu_report_path,ncu_top_kernel_name,ncu_roofline_bound,ncu_compute_intensity_flop_per_byte,ncu_dram_throughput_gbps,ncu_mem_throughput_pct_of_peak
5f548dcb7ff2,2026-04-14T13:18:01.504626+00:00,M0_FP32,M0_FP32,M0,FP32,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,false,false,false,false,false,false,false,false,,nvml_integrated,,,,,,,,,,,17.91,12.79,40.84,96.42,15.65,,,,,,1.77,1.42,3.5,7.03,1.51,28.27,24.79,53.31,89.21,16.11,,,,,,32.8,30.26,44.68,74.28,13.11,1.03,0.72,1.97,8.15,1.57,35.92,32.81,49.26,85.46,14.99,15.7,331.9,331.9,63.86,331.4,359145,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/profile/latency_per_step.csv,27.69,26.24,33.97,39.11,32.94,15.18,66.9,87.5,1017.74,0.4913,0.4927,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/energy/energy_latency_per_step.csv,84.8167,91.7864,84.8167,81.4680,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
6e3e959c882d,2026-04-14T13:27:37.560459+00:00,M0_AMP,M0_AMP,M0,AMP,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,false,true,false,false,false,false,false,false,Single mode: compile or AMP only (not both).,nvml_integrated,,,,,,,,,,,9.82,9.2,12.92,19.26,2.89,,,,,,1.22,1.22,1.53,1.81,0.25,20.46,20.29,29.25,32.39,5.12,,,,,,22.52,22.45,24.14,24.71,0.97,0.6,0.57,0.7,0.97,0.08,24.51,24.41,26.59,27.88,1.19,22.3,182.8,182.8,44.79,182.8,434083,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/profile/latency_per_step.csv,24.59,21.33,43.08,58.80,26.10,19.16,48.3,74.6,924.28,0.5410,0.5399,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/energy/energy_latency_per_step.csv,84.7943,91.7587,84.7943,81.4553,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
53275cf18a41,2026-04-14T13:41:30.364334+00:00,M1_FP32,M1_FP32,M1,FP32,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,true,false,false,false,false,false,false,false,Single mode: compile or AMP only (not both).,nvml_integrated,,,,,,,,,,,12.36,9.26,28.13,61.32,8.93,,,,,,1.64,1.28,3.37,8.19,1.9,26.19,22.12,57.54,95.23,16.1,,,,,,33.96,28.52,61.33,88.29,13.03,0.81,0.59,1.67,5.79,0.76,36.66,30.61,66.09,94.75,14.25,16.0,7407.0,7407.0,62.60,5705.9,305199,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/profile/latency_per_step.csv,30.45,28.33,42.62,56.87,32.84,15.16,71.8,85.2,1088.91,0.4573,0.4573,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/energy/energy_latency_per_step.csv,84.8167,91.7864,84.8167,81.4680,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
87a073f3be8c,2026-04-14T13:54:23.895331+00:00,M1_AMP,M1_AMP,M1,AMP,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,true,true,false,false,false,false,false,false,M1_AMP: torch.compile + autocast(fp16); use generous --warmup for steady latency/energy (dynamo may recompile; short runs can skew energy p99).,nvml_integrated,,,,,,,,,,,9.64,8.84,13.94,18.78,2.77,,,,,,1.24,1.26,1.6,1.89,0.31,21.43,21.0,30.96,36.81,5.7,,,,,,20.81,20.43,22.47,27.3,1.65,0.63,0.58,0.78,1.13,0.29,22.86,22.4,25.02,29.69,2.03,22.7,7085.7,7085.7,44.12,5383.5,253759,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/profile/latency_per_step.csv,14.43,13.44,21.54,26.09,69.28,7.19,79.7,71.9,573.05,0.8690,0.8690,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/energy/energy_latency_per_step.csv,84.7943,91.7587,84.7943,81.4553,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
e3e8640676ec,2026-04-14T14:04:51.818529+00:00,M2_FP32_mem_scatter,M2_FP32_mem_scatter,M2,FP32,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,false,false,false,false,false,true,false,false,,nvml_integrated,,,,,,,,,,,9.66,9.1,13.0,17.33,2.18,,,,,,1.21,1.19,1.55,1.84,0.24,20.31,19.95,29.38,33.66,5.17,,,,,,30.36,30.19,31.78,32.95,0.8,0.59,0.56,0.69,0.83,0.06,32.33,32.14,34.13,35.42,1.03,19.1,331.9,331.9,52.46,331.4,359645,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/profile/latency_per_step.csv,35.22,32.27,49.28,68.93,23.69,21.11,61.8,90.5,1301.55,0.3842,0.3832,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/energy/energy_latency_per_step.csv,84.8167,91.7864,84.8167,81.4680,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
176cd6173ee2,2026-04-14T14:16:17.800066+00:00,M0_FP32,M0_FP32,M0,FP32,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,false,false,false,false,false,false,false,false,,nvml_integrated,,,,,,,,,,,13.42,11.53,23.26,36.85,5.59,,,,,,1.43,1.36,1.82,2.84,0.42,24.2,23.57,35.43,43.31,6.94,,,,,,28.59,27.96,32.22,37.87,2.38,0.87,0.8,1.0,2.4,0.48,31.2,30.46,35.78,42.37,2.82,18.2,331.9,331.9,55.09,331.4,359145,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/profile/latency_per_step.csv,26.17,25.54,29.25,31.98,36.19,13.82,66.7,85.6,923.34,0.5415,0.5425,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_FP32/energy/energy_latency_per_step.csv,84.8167,91.7864,84.8167,81.4680,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
d339e9009a92,2026-04-14T14:23:59.932806+00:00,M0_AMP,M0_AMP,M0,AMP,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,false,true,false,false,false,false,false,false,Single mode: compile or AMP only (not both).,nvml_integrated,,,,,,,,,,,10.6,10.04,14.1,21.68,2.68,,,,,,1.36,1.33,1.61,1.77,0.25,22.18,21.92,30.49,36.81,5.31,,,,,,23.41,23.19,25.32,26.49,1.05,0.76,0.75,0.82,0.98,0.11,25.77,25.57,28.0,29.05,1.18,21.0,182.8,182.8,47.71,182.8,434083,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/profile/latency_per_step.csv,17.10,16.25,20.66,25.62,51.74,9.66,63.5,76.6,613.49,0.8150,0.8151,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M0_AMP/energy/energy_latency_per_step.csv,84.7943,91.7587,84.7943,81.4553,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
80e37d1d3561,2026-04-14T14:37:24.808904+00:00,M1_FP32,M1_FP32,M1,FP32,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,true,false,false,false,false,false,false,false,Single mode: compile or AMP only (not both).,nvml_integrated,,,,,,,,,,,11.31,10.13,17.38,24.35,3.35,,,,,,1.41,1.36,1.71,2.27,0.49,22.55,22.5,30.41,38.12,5.37,,,,,,29.77,29.22,31.24,38.07,3.95,0.84,0.78,0.85,2.75,0.56,32.28,31.72,33.95,41.76,4.07,18.3,7407.0,7407.0,54.58,5705.9,305199,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/profile/latency_per_step.csv,28.56,27.44,35.22,43.26,35.01,14.22,69.4,79.0,987.42,0.5043,0.5043,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_FP32/energy/energy_latency_per_step.csv,84.8167,91.7864,84.8167,81.4680,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
517beadba1e3,2026-04-14T14:49:23.205239+00:00,M1_AMP,M1_AMP,M1,AMP,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,true,true,false,false,false,false,false,false,M1_AMP: torch.compile + autocast(fp16); use generous --warmup for steady latency/energy (dynamo may recompile; short runs can skew energy p99).,nvml_integrated,,,,,,,,,,,10.8,9.92,15.7,21.35,3.02,,,,,,1.21,1.12,1.46,2.3,0.66,22.57,22.44,30.58,36.95,5.42,,,,,,22.16,21.2,27.45,47.29,5.31,0.78,0.76,0.82,1.23,0.23,24.4,23.37,30.13,49.32,5.4,21.4,7085.7,7085.7,46.71,5383.5,253759,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/profile/latency_per_step.csv,14.14,12.90,20.30,27.76,70.73,7.04,76.4,72.5,537.91,0.9258,0.9258,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M1_AMP/energy/energy_latency_per_step.csv,84.7943,91.7587,84.7943,81.4553,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
e78008c812bb,2026-04-14T14:58:33.164041+00:00,M2_FP32_mem_scatter,M2_FP32_mem_scatter,M2,FP32,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,Tesla T4,580.95.05,11.8,2.1.2+cu118,,1,500,500,2,0,,,,false,false,false,false,false,true,false,false,,nvml_integrated,,,,,,,,,,,12.02,10.63,19.97,33.29,4.67,,,,,,1.39,1.34,1.71,1.99,0.5,22.99,22.61,32.55,37.91,5.73,,,,,,30.96,30.82,32.2,35.43,1.09,0.78,0.76,0.87,1.05,0.17,33.4,33.25,35.02,38.84,1.36,17.8,331.9,331.9,56.13,331.4,359645,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/profile/latency_per_step.csv,30.63,29.94,33.70,36.80,31.00,16.13,67.1,85.6,1085.34,0.4607,0.4619,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/modal_v3_t4/M2_FP32_mem_scatter/energy/energy_latency_per_step.csv,84.8167,91.7864,84.8167,81.4680,"KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
