step_idx,read_points,pre_processing,h2d,forward,postprocess,full_frame,T_rt
0,11.15394099997502,11.389343000018926,0.7685120105743408,9.166111946105957,0.5854210000393323,11.547930999995515,21.909387956738556
1,10.517226999979812,18.316179000009924,0.8317440152168274,8.886655807495117,0.4911209999818311,10.421222999980273,28.5256998227037
2,9.66472900000781,10.26373400003422,0.6254400014877319,8.866463661193848,0.531393000017033,10.242760000039652,20.287030662732832
3,7.9708350000373684,9.936547999984668,0.5594239830970764,8.283519744873047,0.45394900001838323,9.487122999985331,19.233440727973175
4,7.734361999951034,18.426180000005843,0.8274880051612854,8.449567794799805,0.4888530000357605,9.963980000009087,28.192088800002693
5,8.96916900001088,20.564135000029182,0.9422399997711182,8.692319869995117,0.4931269999701726,10.34494900000027,30.69182186976559
6,7.69692300002589,14.398138999979437,0.7124159932136536,8.494624137878418,0.487356999997246,9.906190000037896,24.092536131068755
7,8.472814000015205,19.484719999979916,0.8214719891548157,9.01142406463623,0.5080999999904634,10.564578000014535,29.825716053761425
8,9.410944000023846,11.219562000007954,0.650048017501831,8.611807823181152,0.5057719999967958,9.97298699996918,20.987189840687734
9,8.725626000000375,17.472736000001987,0.8845120072364807,8.77888011932373,0.4980469999509296,10.389089999989665,27.634175126513128
10,8.287718999952176,14.01368500000899,0.7412480115890503,8.36847972869873,0.4955120000431634,9.814847000029658,23.618924740339935
11,7.431648000022051,15.023025000004964,0.7316160202026367,8.414079666137695,0.507691999985127,9.870874999990065,24.676412686330423
12,8.174353000015344,17.521259000034206,0.7884160280227661,8.599231719970703,0.4671629999961624,10.053411000001233,27.376069748023838
13,9.126224999988608,20.336809000014,0.8726720213890076,9.550559997558594,0.5068129999585835,11.14840500002856,31.266854018920185
14,8.62627000003613,20.854887999973926,0.9371520280838013,13.754560470581055,0.5083340000169301,15.415189000009377,36.05493449865571
15,8.637118000024202,11.590366999996604,0.5716800093650818,8.498720169067383,0.5143139999859159,9.774610000022221,21.175081178414985
16,8.139671999970233,14.785764999999174,0.7866880297660828,9.151359558105469,0.4844310000180485,10.636758999964968,25.208243587888774
17,9.451166000019384,17.68281400001115,0.936191976070404,8.56611156463623,0.5001660000516495,10.21685900002467,27.685283540769433
18,8.223346000022502,20.13060699999869,1.0055040121078491,9.223199844360352,0.5645919999892612,11.03970499997331,30.923902856456152
