step_idx,read_points,cpu_prepare,data_to_gpu,pre_processing,h2d,forward,postprocess,full_frame,T_rt
0,14.015734000167868,0.8568299999751616,0.7600789995194646,2.5288460001320345,0.33369600772857666,9.955360412597656,0.6741200004398706,13.926954999988084,15.108931420392764
1,17.362417000185815,0.6013420006638626,0.2367249999224441,2.2208360005606664,0.15318399667739868,9.331775665283203,0.5423209995569778,10.1964939995014,13.086183662664553
2,16.01564300017344,0.896796000233735,0.19188300029782113,2.0668699999077944,0.19200000166893005,9.047552108764648,0.528964000295673,9.92955699985032,12.924065111168602
3,8.82413599993015,0.6048099994586664,0.1929119998749229,2.078692999930354,0.15244799852371216,8.815520286560059,0.5263630000627018,9.64953700076876,12.370746284410416
4,8.828118000565155,0.9153119999609771,0.2914550004788907,2.7294040000924724,0.17766399681568146,10.376480102539062,0.6200349998835009,11.361640999894007,15.110350099770585
5,10.352775000683323,0.656004000120447,0.2597599996079225,2.1692340005756705,0.16131199896335602,9.183967590332031,0.5349100001694751,10.04689799992775,12.965187589768902
6,7.567671999822778,0.6600209999305662,0.203002000489505,2.1489959999598796,0.15219199657440186,9.407423973083496,0.5612009999822476,10.272499000166135,13.132835970020096
7,9.285280999392853,0.6744639995304169,0.19467400034045568,2.1337839998523123,0.2091200053691864,9.256768226623535,0.544149999768706,10.179197999605094,13.012960231484612
8,8.46219499999279,0.6481020000137505,0.17938700057129608,2.093201999741723,0.15190400183200836,9.071167945861816,0.5507699997906457,9.91705899923545,12.69453294781124
9,8.48251600018557,0.6507589996544993,0.2040269991994137,2.3669199999858392,0.150751993060112,9.503264427185059,0.5155600001671701,10.30644399997982,13.391282419252093
10,15.969869999935327,0.5665700000463403,0.20907900034217164,2.154733999304881,0.18051199615001678,8.928671836853027,0.5378260002544266,9.805613000025915,12.577392832950864
11,7.98602499980916,0.6499979999716743,0.18914400061476044,2.070120999633218,0.15091200172901154,8.676223754882812,0.5659390008077025,9.548268000798998,12.30233775763918
12,10.31826500002353,0.6754480000381591,0.17820100038079545,2.094854000461055,0.15196800231933594,9.07043170928955,0.5294590000630706,9.908680000080494,12.700361712551967
13,14.80444200024067,0.8128889994623023,0.1973530006580404,2.2071379999033525,0.17401599884033203,9.03001594543457,0.5203099999562255,9.884802999295061,12.941721944254823
14,11.765440000090166,0.6793470001866808,0.18445200021233177,2.056229000118037,0.1767359972000122,8.829792022705078,0.5303249999997206,9.68254000054003,12.45688102042186
15,8.600426000157313,0.6268199995247414,0.1841590001276927,2.0705040005850606,0.18316799402236938,9.022848129272461,0.5519440001080511,9.896430000480905,12.639443123640376
16,7.497254000554676,0.5567970001720823,0.18749699938780395,2.01341499996488,0.14931200444698334,8.882431983947754,0.4972080005245516,9.666995999396022,12.286660988444055
17,8.27637499969569,0.5824599993502488,0.19163799970556283,1.9879999999830034,0.1478080004453659,8.252032279968262,0.5220689999987371,9.062168000127713,11.68400727945118
18,7.903135999185906,0.5533629991987254,0.16529499953321647,2.0902219994241023,0.7516160011291504,9.889920234680176,0.5414689994722721,11.357612000210793,13.991885233437642
19,28.243349999684142,0.6406619995686924,0.23481300013372675,2.2892399992997525,0.1611199975013733,9.360320091247559,0.531843000317167,10.209473000031721,13.21799808806827
20,14.634566000495397,0.6821300003139186,0.18827300027624005,2.1199860002525384,0.1539520025253296,8.913408279418945,0.5261169999357662,9.751409999807947,12.583866282722738
21,8.137519000229076,0.589027000387432,0.1727620001474861,1.975898000637244,0.16051200032234192,8.567232131958008,0.49036099971999647,9.35651300005702,11.955792133172508
22,8.301831000608217,0.6174720001581591,0.17587299953447655,1.9879190003848635,0.14563199877738953,8.426143646240234,0.4906550002488075,9.194076999847312,11.84369464534393
23,9.423952999895846,0.6308100000751438,0.18125699989468558,2.0046969993927632,0.14825600385665894,8.667424201965332,0.503189000482962,9.476534999521391,12.135633205667546
24,9.540480000396201,0.6205469999258639,0.19327799964230508,2.046691000032297,0.16550399363040924,8.689311981201172,0.508862000060617,9.507046000180708,12.224193974492664
