step_idx,forward_wall_ms
0,8373.1721
1,9292.3749
2,41.6236
3,43.5865
4,42.1635
5,43.3758
6,32.8032
7,32.4900
8,39.1658
9,32.4719
10,25.8396
11,25.9633
12,27.0049
13,27.9449
14,25.3611
15,24.2797
16,26.2645
17,24.2929
18,24.8106
19,24.7995
20,24.5595
21,25.0718
22,24.8933
23,25.0487
24,26.3069
25,24.4799
26,24.3874
27,24.0630
28,23.5656
29,23.9385
30,24.2374
31,24.3426
32,24.0062
33,25.0377
34,24.4265
35,25.0191
36,24.4835
37,28.7209
38,24.6997
39,24.4601
40,25.1654
41,25.1589
42,25.1687
43,24.8959
44,25.9023
45,25.1836
46,39.4967
47,25.0958
48,24.7520
49,24.9126
50,24.4214
51,25.0378
52,24.4893
53,24.7199
54,25.1003
55,25.2399
56,25.9434
57,25.0205
58,25.3351
59,25.6435
60,24.9554
61,24.6071
62,24.1703
63,24.7043
64,24.9778
65,23.8861
66,24.1573
67,24.8588
68,24.5750
69,25.0417
70,24.4131
71,25.0364
72,24.6821
73,24.5440
74,24.1294
75,24.8440
76,24.1079
77,23.6950
78,24.4178
79,24.8540
80,25.4661
81,24.1539
82,24.5641
83,25.2550
84,25.0377
85,24.3568
86,24.1865
87,24.9050
88,25.2657
89,24.7285
90,24.8789
91,24.8138
92,26.5844
93,24.6370
94,25.8702
95,25.1727
96,24.8086
97,28.1498
98,24.5347
99,24.3326
100,24.9695
101,25.2870
102,25.7872
103,24.4570
104,26.5836
105,26.6238
106,25.5720
107,24.8547
108,24.1168
109,24.1736
110,25.0932
111,25.9521
112,24.7579
113,29.5274
114,25.1538
115,24.6239
116,25.1462
117,24.5976
118,23.7679
119,24.6611
120,24.5230
121,25.0510
122,24.8145
123,25.0515
124,25.3890
125,27.3447
126,29.8308
127,25.2502
128,24.4068
129,24.6485
130,23.7538
131,24.8608
132,25.2554
133,25.4666
134,25.2262
135,24.9890
136,25.1958
137,25.1532
138,25.4517
139,25.7807
140,24.6890
141,24.8056
142,23.8705
143,24.6443
144,25.0974
145,25.0539
146,24.4494
147,24.2582
148,24.5934
149,24.8123
150,25.4498
151,51.3991
152,24.1336
153,23.9523
154,24.2331
155,25.0820
156,24.2748
157,25.2228
158,24.4972
159,24.3614
160,25.0160
161,25.0988
162,25.6036
163,25.1467
164,24.9014
165,24.6464
166,25.2472
167,38.3057
168,25.5016
169,24.9822
170,25.4525
171,25.2573
172,25.0129
