run_id,timestamp_iso,variant_name,experiment_cell_id,model_variant,precision_mode,experiment_status,model_name,config_path,checkpoint_path,gpu_name,driver_version,cuda_version,pytorch_version,commit_hash,batch_size,warmup_steps,measured_steps,num_workers,cuda_id,dataset_note,split_note,frame_source_note,flag_compile,flag_amp,flag_preprocess_gpu,flag_compile_voxelizer,flag_nhwc,flag_memory_opt_scatter,flag_int8,flag_fp16_full,notes_amp_compile_mutually_exclusive,energy_method,prof_dataloader_mean_ms,prof_dataloader_p50_ms,prof_dataloader_p95_ms,prof_dataloader_p99_ms,prof_dataloader_std_ms,prof_h2d_mean_ms,prof_h2d_p50_ms,prof_h2d_p95_ms,prof_h2d_p99_ms,prof_h2d_std_ms,prof_read_points_mean_ms,prof_read_points_p50_ms,prof_read_points_p95_ms,prof_read_points_p99_ms,prof_read_points_std_ms,prof_cpu_prepare_mean_ms,prof_cpu_prepare_p50_ms,prof_cpu_prepare_p95_ms,prof_cpu_prepare_p99_ms,prof_cpu_prepare_std_ms,prof_data_to_gpu_pts_mean_ms,prof_data_to_gpu_pts_p50_ms,prof_data_to_gpu_pts_p95_ms,prof_data_to_gpu_pts_p99_ms,prof_data_to_gpu_pts_std_ms,prof_pre_processing_mean_ms,prof_pre_processing_p50_ms,prof_pre_processing_p95_ms,prof_pre_processing_p99_ms,prof_pre_processing_std_ms,prof_h2d_voxel_tail_mean_ms,prof_h2d_voxel_tail_p50_ms,prof_h2d_voxel_tail_p95_ms,prof_h2d_voxel_tail_p99_ms,prof_h2d_voxel_tail_std_ms,prof_forward_mean_ms,prof_forward_p50_ms,prof_forward_p95_ms,prof_forward_p99_ms,prof_forward_std_ms,prof_postprocess_mean_ms,prof_postprocess_p50_ms,prof_postprocess_p95_ms,prof_postprocess_p99_ms,prof_postprocess_std_ms,prof_full_frame_mean_ms,prof_full_frame_p50_ms,prof_full_frame_p95_ms,prof_full_frame_p99_ms,prof_full_frame_std_ms,prof_throughput_sps,prof_peak_gpu_memory_mb,prof_peak_gpu_memory_steady_mb,prof_t_rt_mean_ms,prof_mean_peak_gpu_memory_mb,prof_cuda_kernel_events,profile_output_dir,profile_latency_per_step_csv,energy_forward_mean_ms,energy_forward_p50_ms,energy_forward_p95_ms,energy_forward_p99_ms,energy_throughput_sps,energy_wall_time_s,energy_mean_power_W,energy_peak_power_W,energy_total_J,energy_samples_per_J,energy_samples_per_s_per_W,energy_output_dir,energy_samples_csv,energy_latency_per_step_csv,map_car_r11,kitti_car_3d_easy_r40,kitti_car_3d_moderate_r40,kitti_car_3d_hard_r40,eval_protocol_notes,ncu_report_path,ncu_top_kernel_name,ncu_roofline_bound,ncu_compute_intensity_flop_per_byte,ncu_dram_throughput_gbps,ncu_mem_throughput_pct_of_peak
84738c61805f,2026-04-07T22:25:31.365395+00:00,M4_AMP,M4_AMP,M4,AMP,measured,PointPillars,/opt/OpenPCDet/tools/cfgs/kitti_models/pointpillar.yaml,/opt/OpenPCDet/tools/ckpt/pointpillar_7728.pth,NVIDIA A10G,580.95.05,11.8,2.1.2+cu118,,1,200,50,2,0,,,,true,true,true,true,true,true,false,false,M4_AMP: torch.compile(model) + autocast(fp16) + memory_opt_scatter/conv2d + GPU voxel preprocess + compile_voxelizer; use generous --warmup (dynamo may recompile; compile+AMP may shift AP vs eager).,nvml_integrated,,,,,,,,,,,10.58,10.25,13.1,16.49,1.81,0.76,0.69,1.07,1.24,0.15,0.27,0.26,0.28,0.62,0.09,2.11,2.02,2.12,4.35,0.62,0.21,0.2,0.24,0.34,0.03,11.37,10.95,13.19,14.48,0.9,0.64,0.62,0.7,0.96,0.08,12.38,11.95,14.19,15.66,0.94,65.1,1864.5,1864.5,15.36,1701.6,33759,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/research_matrix/M4_AMP/profile,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/research_matrix/M4_AMP/profile/latency_per_step.csv,7.27,7.24,7.47,7.96,137.52,0.35,2022.9,83.3,706.07,0.0680,0.0680,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/research_matrix/M4_AMP/energy,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/research_matrix/M4_AMP/energy/energy_samples.csv,/__modal/volumes/vo-IonADsHkUVjfGkodF5a2qa/research_matrix/M4_AMP/energy/energy_latency_per_step.csv,82.8142,91.2867,82.8142,81.3679,"KITTI AP from first 200 val samples (subsampled; not full split). KITTI val split, official Python eval (R40). Column map_car_r11 stores Car 3D AP moderate (legacy headline name).",,,,,,
