step_idx,read_points,cpu_prepare,data_to_gpu,pre_processing,h2d,forward,postprocess,full_frame,T_rt
0,11.756079000178943,0.7194939998953487,0.5692079998880217,2.2750590001123783,0.25548800826072693,10.050848007202148,0.5685730000095646,13.473926999949981,14.438670015368189
1,10.78673400002117,0.5986640001083288,0.2124529999036895,2.1990130001086072,0.17321600019931793,10.121696472167969,0.5222130000674952,10.976280000022598,13.827255472555407
2,8.143638999854375,0.6232159998944553,0.1701690000572853,2.1077240000977326,0.1650560051202774,9.793855667114258,0.5230740000570222,10.629310000012993,13.38309467234103
3,6.483227999979135,0.5801980000796902,0.1637029999983497,2.0249430001513247,0.15564799308776855,9.621696472167969,0.48167099998863705,10.39742800003296,13.027859465473739
4,7.293467000181408,0.574265000068408,0.17486199999439123,2.073155000061888,0.16256000101566315,9.983967781066895,0.5189470000459551,10.816374999876643,13.4877567822532
5,8.113671999808503,0.6233930000689725,0.20197200001348392,2.1518290000130946,0.18003199994564056,10.000831604003906,0.48720399990997976,10.815766999940024,13.645261603955078
6,6.518616999983351,0.5731019998620468,0.17157100000986247,2.074353000125484,0.16022400557994843,9.923904418945312,0.49696800010679,10.7228539998232,13.400122424629444
7,7.9677080000237765,0.6103309999616613,0.1707300000362011,2.088750999973854,0.1775359958410263,10.172991752624512,0.5179330000828486,11.005303000047206,13.738272748520103
8,8.401219999996101,0.570065000147224,0.1797459999579587,2.105659999870113,0.1629759967327118,9.810239791870117,0.5223329999353155,10.638148999987607,13.35101978851344
9,8.298475999936272,0.5952680000973487,0.1930670000547252,2.1000090000597993,0.159743994474411,10.688672065734863,0.48942299986265425,11.478277999913189,14.226183060283802
10,9.485206000135804,0.49217300011150655,0.1583929999924294,2.066940000077011,0.1598079949617386,9.798175811767578,0.4986299998108734,10.586845999796424,13.174119806721137
11,6.992730999854757,0.5915530000493163,0.16483600006722554,2.111780999939583,0.15891200304031372,9.923359870910645,0.5437080001229333,10.767129999976532,13.494149874130017
12,8.05730299998686,0.5658909999510797,0.17112600016844226,2.072660999829168,0.15891200304031372,10.062015533447266,0.5258500000309141,10.890009999911854,13.556455536467183
13,8.242606000067099,0.6442080000397254,0.20088800010853447,2.193003000002136,0.18345600366592407,9.975423812866211,0.4920870001114963,10.790387000042756,13.689065816794027
14,8.024983000041175,0.6405809999705525,0.1656290000937588,2.0647090000238677,0.16636799275875092,10.031392097473145,0.4963279998264625,10.835524999947665,13.565007090146537
15,7.700396000018372,0.5311590000474098,0.15670700008740823,2.0399669999733305,0.16521599888801575,9.938336372375488,0.5516420001185907,10.797327999853223,13.383027371490243
16,6.90370500001336,0.6063590001303965,0.18700000009630457,2.2141530000681087,0.16704000532627106,10.276896476745605,0.5489949999173405,11.152759999959017,14.000443482284027
17,7.267146000003777,0.603671000135364,0.18375600006947934,2.1257089999835443,0.1579200029373169,9.664704322814941,0.5084270001134428,10.476921999952538,13.244187326054089
18,8.169794999957958,0.6210999999893829,0.19232699992244306,2.2101819999988948,0.1743679940700531,11.030912399291992,0.5299889999150764,11.878153999987262,14.758878393187842
19,9.700212999860014,0.6074840000565018,0.17639900011090504,2.1464530000230297,0.1637440025806427,10.04691219329834,0.48831999993126374,10.833800999989762,13.629312196000683
20,8.216883000159214,0.6336330000067392,0.1497079999808193,2.0106220001707698,0.16499200463294983,9.876832008361816,0.48736200005805586,10.651772999835885,13.32314901321115
21,7.622619000130726,0.5966420001186634,0.14977399996496388,2.0323730000200158,0.15561600029468536,9.773152351379395,0.47995699992497975,10.53081400004885,13.187514351702703
22,7.175228999813044,0.5719299999782379,0.15845200005060178,2.109714999960488,0.1613759994506836,9.865951538085938,0.480660999983229,10.637463000193748,13.348085537509178
23,7.463169999937236,0.5642950000037672,0.17716199999995297,2.0791890001419233,0.16566400229930878,10.062015533447266,0.5288699999255186,10.89205099992796,13.577195535817737
24,7.77706600001693,0.5835070001012355,0.16714599996703328,2.054979999911666,0.1570879966020584,9.957951545715332,0.47397400021509384,10.713972999838006,13.394646542512419
25,6.786916000010024,0.5547380001189595,0.15036799982226512,2.101599000070564,0.15955199301242828,10.13907241821289,0.5597320000561012,10.998843000152192,13.665061411293209
26,8.780812999930276,0.6805159998748422,0.22414400018533343,2.230981999900905,0.1669120043516159,10.105792045593262,0.5204740000408492,10.957824000115579,13.928820049946808
27,8.159617000046637,0.5854699998053547,0.19875300017702102,2.188858999943477,0.17219200730323792,10.573568344116211,0.531937999994625,11.429969000118945,14.250780351339927
28,10.5364930000178,0.6623650001529313,0.22918100012248033,2.2460290001617977,0.16448000073432922,9.869983673095703,0.500922999890463,10.690568999962125,13.672961674157705
29,8.66177299985793,0.6054140001197084,0.16970299998320115,2.1755279999524646,0.1727679967880249,9.693408012390137,0.49025699991034344,10.503744000061488,13.30707800914388
30,7.961792999822137,0.5738920001476799,0.17358700006298022,2.090533000000505,0.15673600137233734,9.536704063415527,0.46618999999736843,10.291735999999219,12.997642064996398
31,7.334044999879552,0.5752279998887389,0.1666860000568704,2.077331000009508,0.16835199296474457,10.064607620239258,0.49401699993723014,10.857662000034907,13.54622161309635
32,8.070970999824567,0.5857700000433397,0.17985200020120828,2.1062480000182404,0.1765120029449463,9.86832046508789,0.5005179998534004,10.689311000078305,13.417220468149026
33,6.795498999963456,0.5230080000728776,0.14697599999635713,2.040699000190216,0.15699200332164764,9.76899242401123,0.47560299981341814,10.526295000090613,13.112270427405747
34,7.799970999940342,0.5672959998719307,0.16571600008319365,2.065884999865375,0.1603199988603592,9.930303573608398,0.5044560000442289,10.72481100004552,13.393976572333486
35,7.767338999883577,0.5752789998041408,0.18583900009616627,2.143097000043781,0.1598079949617386,9.97708797454834,0.5214860000251065,10.794450000048528,13.562596969479273
36,6.815004000145564,0.5412989999058482,0.16693300017323054,2.1031939998010785,0.17177599668502808,10.323264122009277,0.7976459999099461,11.430085000029067,14.104112118484409
37,9.953462999874318,0.4754500000672124,0.1532950000182609,2.1339709999210754,0.17100800573825836,10.005375862121582,0.5091059999813297,10.817086000088239,13.448205867847719
38,7.472373999917181,0.549440999975559,0.16905999996197352,2.114830999971673,0.17776000499725342,10.191776275634766,0.5421079999905487,11.048941999888484,13.744976280531773
39,7.156280999879527,0.6014159998812829,0.1931369999965682,2.1977749997859064,0.16335999965667725,10.162272453308105,0.5071579998912057,10.974940000096467,13.825118452519746
40,9.536813999829974,0.5881150000277557,0.17341099987788766,2.568877999920005,0.15916800498962402,10.091263771057129,0.48525200008953107,10.865193999961775,14.066087775961932
41,7.65005000016572,0.5564169998706348,0.16954299985627586,2.0808170002055704,0.16073599457740784,9.9301118850708,0.4860649999045563,10.70647899996402,13.383689879485246
42,8.259927999915817,0.5614399999558373,0.16832599999361264,2.045673000111492,0.15689599514007568,9.993856430053711,0.5058570000073814,10.783334000052491,13.43204842526211
43,8.123793000095247,0.5810770001062338,0.17564399990988022,2.1288309999363264,0.1621759980916977,9.988320350646973,0.5162949998975819,10.800969000001714,13.552343348588693
44,7.788421999975981,0.5820530000164581,0.18297599990546587,2.112961999955587,0.16262400150299072,10.087648391723633,0.4967410000062955,10.88175399991087,13.62500439311043
45,8.068058000162637,0.6285449999268167,0.18653400002222043,2.127381000036621,0.17215999960899353,10.086624145507812,0.4890000000159489,10.887915000012072,13.690244145118413
46,7.425912000144308,0.614978000157862,0.15546400004495808,2.0415610001691675,0.15673600137233734,10.40601634979248,0.517150000177935,11.205037000081575,13.89190535171474
47,10.293921000084083,0.5490849998750491,0.1697339998827374,2.136651000000711,0.16236799955368042,10.072768211364746,0.5095849999179336,10.882238000021971,13.600191210594858
48,7.853072999978394,0.6397600000127568,0.16299100002470368,2.070564999939961,0.15532800555229187,9.696191787719727,0.5184240001199214,10.49858999999742,13.243259793369361
49,6.765909000023385,0.6211630000052537,0.15941000015118334,2.076938999834965,0.163455992937088,9.915424346923828,0.5473730000176147,10.758410000107688,13.483765339869933
