step_idx,read_points,pre_processing,h2d,forward,postprocess,full_frame,T_rt
0,8.933453999816265,14.643894000073487,0.9534720182418823,33.11628723144531,0.7058730006974656,35.00109699962195,49.41952625045815
1,9.705160000521573,24.856128000465105,1.443168044090271,36.86659240722656,0.6901159995322814,39.23989099985192,63.85600445131422
2,13.49739600027533,14.823874000285286,0.9927999973297119,34.53305435180664,0.8221130001402344,36.615079000512196,51.17184134956187
3,9.3855410004835,14.106073000220931,0.9391040205955505,34.47999954223633,0.6714249993819976,36.33407399956923,50.19660156243481
4,9.066921999874467,28.489737999734643,1.5509120225906372,40.46355056762695,0.701960999322182,42.954258999998274,71.20616158927442
5,16.85747600004106,31.0681349992592,1.708799958229065,40.78492736816406,0.6885859993417398,43.42115799954627,74.25044832499407
6,13.946440999461629,24.564586999986204,1.266975998878479,45.03807830810547,0.7230970004457049,47.25661000065884,71.59273830741586
7,18.45269100067526,29.275023000082,1.5393600463867188,38.36540985107422,0.7264290006787633,40.88042399962433,69.9062218982217
8,19.42584900007205,17.714622000312374,1.1868480443954468,35.80281448364258,0.7050789999993867,37.92748500018206,55.409363528349786
9,10.671545999684895,27.27418399990711,1.54585599899292,36.407936096191406,0.6964269996387884,38.87997699985135,65.92440309473022
10,13.02179799949954,21.280632000525657,1.2165440320968628,34.30953598022461,0.7071290001476882,36.45801099992241,57.51384101299482
11,8.773106999797164,22.388589000001957,1.2545599937438965,34.27167892456055,0.7140380002965685,36.46344099979615,58.62886591860297
12,9.16246900033002,26.357341000220913,1.4216639995574951,35.35337448120117,0.6692670003758394,37.66621100021439,63.80164648135542
13,9.184801000628795,28.17136300018319,1.522271990776062,34.762943267822266,0.6733529999110033,37.19292699952348,65.12993125869252
14,9.289361999435641,30.151796000609465,1.6364480257034302,34.98080062866211,0.6782889995520236,37.50712900000508,67.44733365452703
15,9.01846899978409,16.389292999519967,1.0368319749832153,33.61779022216797,0.7216199992399197,35.594949000369525,51.76553519591107
16,8.60793699939677,21.608207000099355,1.229632019996643,34.85529708862305,0.6802919997426216,36.98206799981563,58.37342810846167
17,8.858289999807312,25.769871000193234,1.423967957496643,34.137855529785156,0.6688419998681638,36.44956999960414,62.0005364873432
18,8.885164999810513,27.46730099988781,1.4618240594863892,35.89228820800781,0.7060089992592111,38.27859500052,65.52742226664122
19,8.79748900024424,15.627281999513798,1.0007359981536865,33.907840728759766,0.6735779998052749,35.796369000308914,51.209436726232525
20,9.760633000041707,20.11367000068276,1.2111680507659912,34.281761169433594,0.6826259996159934,36.39355199993588,56.28922522049834
21,9.359608000522712,18.84145600070042,1.2168960571289062,34.708641052246094,0.684175999595027,36.84925899960945,55.451169109670445
22,9.344924000288302,24.257035000118776,1.4265919923782349,34.66672134399414,0.6556019998242846,36.973443000533734,61.005950336315436
23,9.082324999326374,25.502335999590287,1.424415946006775,35.065025329589844,0.6713010006933473,37.386386999969545,62.66307827588025
24,9.431788999791024,26.032583999949566,1.474784016609192,35.092830657958984,0.6818559995735995,37.469140000212064,63.28205467409134
25,8.863805000146385,16.324995000104536,1.0574719905853271,34.23884963989258,0.6903349994900054,36.21536400078185,52.31165163007245
26,9.285934999752499,19.275935999758076,1.2015999555587769,34.0398063659668,0.6549419995280914,36.119946999860986,55.17228432081174
27,9.039464999659685,23.74295899971912,1.442944049835205,34.457279205322266,0.6803019996368675,36.79994399954012,60.32348425451346
28,8.84280199989007,15.985173000444775,0.9843519926071167,33.74339294433594,0.6954720001886017,35.68785800052865,51.40838993757643
29,9.496011000010185,14.279020999310887,0.9708160161972046,32.392704010009766,0.6423489994631382,34.22371099986776,48.284890024980996
30,9.566974000335904,13.24560300054145,0.9005759954452515,32.49683380126953,0.6516539997392101,34.270699999979115,47.29466679699544
31,9.216580999236612,19.497870999657607,1.1880320310592651,34.40886306762695,0.673819999974512,36.48508399965067,55.76858609831834
32,8.862208000209648,17.765456000233826,1.2155200242996216,34.13401412963867,0.6802689995311084,36.250462999305455,53.79525915370323
33,8.712404000107199,26.396648000627465,1.4309439659118652,34.37984085083008,0.6663519998255651,36.6855519996534,62.873784817194974
