step_idx,read_points,cpu_prepare,data_to_gpu,pre_processing,h2d,forward,postprocess,full_frame,T_rt
0,8.969092000143064,0.625426999931733,0.4966330000115704,1.950911999983873,0.16684800386428833,11.84876823425293,0.5628579999665817,12.732508999988568,15.651446238010976
1,9.326557000122193,0.522514000067531,0.1370320001115033,1.5211620000172843,0.1590079963207245,11.39964771270752,0.5004949998692609,12.180264000107854,14.239858709093824
2,8.133534000080545,0.5662260000462993,0.14546300008078106,1.575143999843931,0.1579200029373169,11.041024208068848,0.4599619999225979,11.784364000050118,13.945739210899774
3,6.069851000120252,0.5667409998295625,0.1361089998681564,1.5449089999037824,0.16633599996566772,10.99187183380127,0.4448460001640342,11.72267600009036,13.850812833532473
4,6.572988000016267,0.5813929999476386,0.1402430000325694,1.5187389999482548,0.16335999965667725,11.290656089782715,0.46474600003421074,12.049079999997048,14.159137089402066
5,6.815084999971077,0.5626610000035726,0.1326030001109757,1.5170129997841286,0.16035200655460358,11.370783805847168,0.45489900003303774,12.101835000066785,14.198311812333486
6,6.4723780001259,0.5435870000383147,0.13716600005864166,1.4843920000657818,0.15612800419330597,11.125184059143066,0.455473000101847,11.856971000042904,13.901930063600958
7,7.380662000059601,0.5365160000110336,0.14778300010220846,1.504261000036422,0.1581439971923828,11.290335655212402,0.4498260000218579,12.013862999992853,14.086865652576307
8,7.117305000065244,0.47946099994078395,0.12657700017371099,1.5206800001124066,0.1570879966020584,10.913472175598145,0.45128400006433367,11.638883000159694,13.648562172491438
9,7.330514999921434,0.5765670000528189,0.16103500001918292,1.5097470000000612,0.1589439958333969,11.307328224182129,0.4596700000547571,12.040985999874465,14.173291220142346
10,6.29646400011552,0.47154799995041685,0.12902499997835548,1.5108160000636417,0.16358399391174316,11.09011173248291,0.4649360000712477,11.845577000030971,13.830020726458315
11,6.292097000141439,0.5495570001130545,0.13319200002115394,1.462821999894004,0.1533759981393814,10.916864395141602,0.46867200012457033,11.650851000013063,13.684483393433766
12,6.962938000015129,0.5436389999431412,0.13655400016432395,1.5283760001238988,0.1635199934244156,11.33955192565918,0.44211599993104755,12.063054000009288,14.153756919246007
13,6.92230999993626,0.5529789998490742,0.13505500010069227,1.4894210000875319,0.15244799852371216,10.995712280273438,0.4398339999625023,11.705215999882057,13.76544927879695
