step_idx,read_points,pre_processing,h2d,forward,postprocess,full_frame,T_rt
0,11.511962999996683,12.05767100000088,0.9030399918556213,12.834239959716797,0.6794319999983145,18.608666999995194,26.474382951571613
1,10.824766999995461,22.203053000005468,1.0724159479141235,13.730624198913574,0.6119430000026682,15.670974999999032,37.618036146835834
2,8.770409000000257,11.216883000003008,0.7135679721832275,12.495327949523926,0.5565040000021781,13.975903000002177,24.98228292171234
3,7.126413000001719,10.91499500000026,0.682528018951416,12.482527732849121,0.5214999999978431,13.900581999997996,24.60155075179864
4,7.348955000004764,22.288760999998658,1.0959359407424927,13.340415954589844,0.6637550000050396,15.337481000003095,37.388867895336034
5,9.525895000003004,23.982852000003163,1.138975977897644,13.193183898925781,0.563126000002967,15.107392999993863,38.878137876829555
6,6.885339000000101,17.050733000004925,0.8759999871253967,12.759712219238281,0.5293809999997734,14.359347000002742,31.215826206368376
7,8.247519000001091,23.3735899999985,1.0824639797210693,13.457344055175781,0.6765880000045854,15.461422999997865,38.58998603489994
8,8.178810000003978,12.808315999997433,0.8235200047492981,12.593184471130371,0.554418000000112,14.17379799999452,26.779438475877214
9,8.118854999999314,21.057161999998186,0.9636480212211609,13.081600189208984,0.5079070000064689,14.751244999999358,35.6103172104348
10,7.346439999999177,15.705839999995419,0.7671679854393005,12.585824012756348,0.5283680000047752,14.054328000000282,29.587199998195842
11,7.016767999999729,17.117889999994418,0.8295680284500122,12.63036823272705,0.536830999998017,14.180770000002951,31.114657261169498
12,7.492444000000376,22.00240499999495,0.9674239754676819,13.269696235656738,0.5511640000008811,14.983964000002459,36.79068921112025
13,10.325046999994925,21.80832699999513,0.9910399913787842,12.92204761505127,0.5551420000031726,14.656129000002238,36.27655660642836
14,7.759551999996006,23.143315999995195,0.9712960124015808,13.1810884475708,0.5681370000019115,14.917136000001108,37.86383745996949
15,8.170847000002368,12.734114000004126,0.735584020614624,12.634048461914062,0.5709790000025805,14.131093000003148,26.674725482535393
16,7.1891900000053965,17.664371999998707,0.8734719753265381,12.95417594909668,0.5421480000009637,14.578222999993784,32.03416792442289
17,7.797317999994391,20.035839999998473,0.9379199743270874,12.665792465209961,0.5269539999943618,14.324659999999767,34.16650643952988
18,6.969884000000093,20.757269000000633,0.9065920114517212,13.037311553955078,0.5187779999999975,14.639044999995576,35.21995056540743
19,7.062087000001327,12.18998399999549,0.6884160041809082,12.712672233581543,0.5520180000004871,14.139420999995878,26.14309023775843
